T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
300.0023,-190.639,-8.609768293,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.052498587,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.983,-90.639,-4.553930488,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.027767869,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0217,-80.639,-4.129857317,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.025182057,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,-70.639,-3.714311585,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.022648241,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0023,-60.639,-3.304337195,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.020148398,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.983,-50.639,-2.892427439,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.017636753,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9959,-40.639,-2.481654878,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.015132042,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9636,-30.639,-2.068778659,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.012614504,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9636,-20.639,-1.650027439,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.010061143,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,-10.639,-1.238028659,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.007548955,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.983,-0.639,-0.826309146,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.00503847,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.983,9.361,-0.415101341,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.002531106,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.97,19.361,0.067201585,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.000409766,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,29.361,0.47481128,16.4,7.9001,0.286339,158.45,0.010368651,17.396,9988.777,0.57122,1.00E+00,1.38E-16,6.02E+23,55.845,9.27E-21,1.50E+00,0.33,0.002895191,0.1,0.0044,0.000053,0.966440735,0.000579497,0.66,0.33,0.66,0,7.90E-23,7.40E+15,0.0062,2.00E-28
