T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
,,,,,,,,,,,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,,,,,,,,,,,,0,7.90E-23,7.40E+15,0.0062,2.00E-28
