T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
3.00E+02,9988.777293,33.41003571,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5001445,0.33,0.397738521,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
3.00E+02,4988.777293,28.17780952,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000795,0.33,0.335450114,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
3.00E+02,988.7772931,14.99911905,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000475,0.33,0.178560941,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
3.00E+02,188.7772931,4.821344048,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.057396953,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
3.00E+02,88.77729308,2.496282143,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.029717645,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
3.00E+02,78.77729308,2.228675,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499886,0.33,0.026531845,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
3.00E+02,68.77729308,1.97010119,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.023453586,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
3.00E+02,58.77729308,1.683746429,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.500015,0.33,0.0200446,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
3.00E+02,48.77729308,1.421090476,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.016917744,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
3.00E+02,38.77729308,1.135363571,8.4,5.29,0.83465,33.34,0.31197,0.85,9988.777293,1.45,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998535,0.33,0.013516233,0.1,0.018,0.00092,0.4,0.00567,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
