T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
299.9965,28.77729308,1.508215556,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.008378975,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9901,18.77729308,1.049271111,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.005829284,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9771,8.777293077,0.583987778,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998855,0.33,0.003244377,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9707,-1.222706923,0.090546667,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998535,0.33,0.000503037,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9966,-11.22270692,-0.384894889,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499983,0.33,0.002138305,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9965,-21.22270692,-0.927782778,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.005154349,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9901,-31.22270692,-1.378720556,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.007659559,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9772,-9990.639421,-32.67635556,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499886,0.33,0.181535309,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9836,-4990.639421,-29.69354444,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499918,0.33,0.164964136,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9901,-990.6394212,-19.34279444,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.107459969,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9836,-190.6394212,-7.357238889,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499918,0.33,0.040873549,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.003,-90.63942115,-4.117546667,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.500015,0.33,0.022875259,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.003,-80.63942115,-3.717,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.500015,0.33,0.02065,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9966,-70.63942115,-3.327882778,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499983,0.33,0.018488238,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9836,-60.63942115,-2.929837778,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499918,0.33,0.016276877,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9901,-50.63942115,-2.518223333,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.01399013,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0289,-40.63942115,-2.095929444,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5001445,0.33,0.011644052,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9836,-30.63942115,-1.659853889,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499918,0.33,0.009221411,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9965,-20.63942115,-1.205969444,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.00669983,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9836,-10.63942115,-0.736100556,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499918,0.33,0.004089448,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9901,-0.639421152,-0.2529505,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.001405281,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9836,9.360578848,0.243078944,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499918,0.33,0.001350439,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9965,19.36057885,0.773392222,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.004296623,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9965,29.36057885,1.237059444,18,5.257,0.8364,32.68,0.193,3.79,9988.777293,0.666,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.006872552,0.1,0.062,0.0033,0.18,0.011,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
