T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
300,9988.777293,54.02597403,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5001445,0.33,0.701636026,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300,4988.777293,47.92207792,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000795,0.33,0.622364648,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300,988.7772931,29.22077922,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000475,0.33,0.379490639,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300,188.7772931,9.896103896,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.12852083,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300,88.77729308,5.220779221,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.067802328,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300,78.77729308,4.688311688,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499886,0.33,0.060887165,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300,68.77729308,4.168831169,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.054140665,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300,58.77729308,3.623376623,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.500015,0.33,0.047056839,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300,48.77729308,3.090909091,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.040141677,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300,38.77729308,2.532467532,7.7,5.2851,0.8349,54.03,0.31197,5.11,9988.777293,-0.17,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998535,0.33,0.032889189,0.1,0.0063,0.00033,0.7,0.00534,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
