OPTIMIZATION VARIABLE OUTPUTS
levenberg-marquardt Optimization,Monte-Carlo Error Estimation
Description, Variable, Value (Mean), Unit
Iterations,I,41,[]
Monte Carlo num. datasets,Nm,15,[]
Monte Carlo dataset size,Nmd,40,[]
Densified (Ht Mt) dataset size,Nd,248,[]

OPTIMIZED PARAMETERS
Parameter, Variable, Value (Mean), Error (Std), Unit, Init Guess, Opt Lower Bound, Opt Upper Bound
Num. dipole moments per unit Vol.,n,1.6972e+024,5.3319e+022,[1/m^3],1.7556e+024,1e+022,1e+029
Magnetic moment,m,8.4796e-020,5.4016e-021,[J/T],9.0305e-020,1e-029,1e-019
Weiss mean field coefficient,al,0.010259,0.00031444,[],0.01,0,1
Antiferromagnetic susceptibility,Xaf,0.0077107,0.00025676,[],0.0074794,0,0.1
Coefficient of proportionality,c,0.52355,0.015155,[],0.5,0,1
Coefficient of coercivity,k,537.75,13.012,[A/m],528.39,0,12000

OTHER OUTPUTS (AFTER OPTIMIZATION)
Description, Variable, Value (Mean), Error (Std), Value (Graphical), Error (Graphical), Unit
Sum of squared difference,S,6.6982e+010,4.3761e+010,     ,     ,[(A/m)^2]
Sample Mass,ma,8e-006,1e-007,     ,     ,[Kg]
Vol. of sample used in SQUID,v,1.5402e-009,1.976e-011,     ,     ,[m^3]
Sample Density,pd,5194,15,     ,     ,[Kg/m^3]
Lattice parameter (per unit cell),A,8.3976e-010,7.9e-013,     ,     ,[m/unit cell]
Num. of formula units in unit cell,nfu,7.9975,0.023097,     ,     ,[f.u./unit cell]
Num. bohr magnetrons per f.u.,g,9147.4,582.7,     ,     ,[bohr.mag/f.u.]
Hysteresis Power Loss (DC),W,18760,145.76,     ,     ,[W/(m^3.Hz)]
Hysteresis Power Loss (DC),Wm,3.6118,0.029939,     ,     ,[W/(Kg.Hz)]
Hysteresis Power Loss Minor Loop (DC),WM,4.7159e-005,     ,     ,     ,[W/(m^3.Hz)]
Hysteresis Power Loss Minor Loop (DC),WMm,9.0794e-009,     ,     ,     ,[W/(Kg.Hz)]
Decreasing curve M-intercept,Mdec_r,567.68,91.56,     ,     ,[A/m]
Increasing curve M-intercept,Minc_r,-568.8,91.55,     ,     ,[A/m]
M exchange bias,Mexr,-0.56032,1.3074,     ,     ,[A/m]
Remanence (exchange compensated),Mr_sym,568.24,91.546,685.61,11.597,[A/m]
Saturation Magnetization + (tip avg),Msp,61262,19757,     ,     ,[A/m]
Saturation Magnetization - (tip avg),Msn,-57020,22092,     ,     ,[A/m]
Avg Saturation Magnetization (tip avg),Ms_avg,59141,20408,1.5244e+005,1971.6,[A/m]
Avg Saturation Magnetization (from n*m),Ms_nm,1.4373e+005,7321.1,1.5244e+005,1971.6,[A/m]
Decreasing curve H-intercept,Hdec_c,-450.77,25.844,     ,     ,[A/m]
Increasing curve H-intercept,Hinc_c,451.73,25.799,     ,     ,[A/m]
H exchange bias,Hexc,0.48227,1.1078,-16.711,37.401,[A/m]
Coercivity (exchange compensated),Hc_sym,451.25,25.798,528.39,37.401,[A/m]
Applied Field at Saturation + (tip avg),Hsp,1.9249e+005,78115,     ,     ,[A/m]
Applied Field at Saturation - (tip avg),Hsn,-1.7023e+005,87504,     ,     ,[A/m]
Avg App. field at Saturation (tip avg),Hs_avg,1.8136e+005,81563,7.9488e+005,26.261,[A/m]
Max. Susceptibility,Xtmax,1.3224,     ,13.77,     ,[]
Init. Susceptibility,Xtinit,1.2073,     ,13.77,     ,[]

RAW INPUT DATA
 ,H [A/m], M [A/m], T [K], u0 [T.m/A], kb [J/K], eH [A/m], eM [A/m], eT [K], eu0 [T.m/A], ekb [J/K]
 ,7.9488e+005,1.5241e+005,300,1.2566e-006,1.38e-023,26.261,1955.3,1.5001,0,7.9e-030,
 ,3.9699e+005,1.2292e+005,300,1.2566e-006,1.38e-023,26.261,1577,1.5001,0,7.9e-030,
 ,78684,57913,299.97,1.2566e-006,1.38e-023,26.261,742.98,1.5,0,7.9e-030,
 ,15022,17114,299.98,1.2566e-006,1.38e-023,26.261,219.56,1.5,0,7.9e-030,
 ,7064.7,8944,300,1.2566e-006,1.38e-023,26.261,114.74,1.5,0,7.9e-030,
 ,6268.9,8029.8,300,1.2566e-006,1.38e-023,26.261,103.02,1.4999,0,7.9e-030,
 ,5473.1,7130,300,1.2566e-006,1.38e-023,26.261,91.472,1.5,0,7.9e-030,
 ,4677.3,6243.3,299.98,1.2566e-006,1.38e-023,26.261,80.097,1.5,0,7.9e-030,
 ,3881.6,5343.3,299.98,1.2566e-006,1.38e-023,26.261,68.551,1.5,0,7.9e-030,
 ,3085.8,4399,300,1.2566e-006,1.38e-023,26.261,56.436,1.4999,0,7.9e-030,
 ,2290,3450.2,299.99,1.2566e-006,1.38e-023,26.261,44.264,1.5,0,7.9e-030,
 ,1494.2,2491.4,299.98,1.2566e-006,1.38e-023,26.261,31.962,1.5,0,7.9e-030,
 ,698.47,1543.4,300,1.2566e-006,1.38e-023,26.261,19.801,1.4999,0,7.9e-030,
 ,-97.3,565.57,299.99,1.2566e-006,1.38e-023,26.261,7.2558,1.4999,0,7.9e-030,
 ,-893.07,-439.4,299.99,1.2566e-006,1.38e-023,26.261,5.6372,1.5,0,7.9e-030,
 ,-1688.8,-1515.9,299.98,1.2566e-006,1.38e-023,26.261,19.448,1.5,0,7.9e-030,
 ,-2484.6,-2522.7,299.96,1.2566e-006,1.38e-023,26.261,32.364,1.5,0,7.9e-030,
 ,-7.9503e+005,-1.525e+005,300,1.2566e-006,1.38e-023,26.261,1956.5,1.4999,0,7.9e-030,
 ,-3.9714e+005,-1.2289e+005,300,1.2566e-006,1.38e-023,26.261,1576.6,1.4999,0,7.9e-030,
 ,-78833,-57956,299.98,1.2566e-006,1.38e-023,26.261,743.53,1.5,0,7.9e-030,
 ,-15171,-17212,299.98,1.2566e-006,1.38e-023,26.261,220.82,1.4999,0,7.9e-030,
 ,-7212.9,-9067.7,299.99,1.2566e-006,1.38e-023,26.261,116.33,1.5,0,7.9e-030,
 ,-6417.1,-8166.5,299.99,1.2566e-006,1.38e-023,26.261,104.77,1.5,0,7.9e-030,
 ,-5621.3,-7268.4,299.97,1.2566e-006,1.38e-023,26.261,93.249,1.5,0,7.9e-030,
 ,-4825.5,-6369.5,299.98,1.2566e-006,1.38e-023,26.261,81.716,1.4999,0,7.9e-030,
 ,-4029.8,-5465.1,299.98,1.2566e-006,1.38e-023,26.261,70.113,1.5,0,7.9e-030,
 ,-3234,-4526.6,300,1.2566e-006,1.38e-023,26.261,58.073,1.5001,0,7.9e-030,
 ,-2438.2,-3593,299.96,1.2566e-006,1.38e-023,26.261,46.095,1.4999,0,7.9e-030,
 ,-1642.4,-2634.4,299.98,1.2566e-006,1.38e-023,26.261,33.797,1.5,0,7.9e-030,
 ,-846.66,-1693.8,299.98,1.2566e-006,1.38e-023,26.261,21.731,1.4999,0,7.9e-030,
 ,-50.884,-700.68,299.98,1.2566e-006,1.38e-023,26.261,8.9892,1.5,0,7.9e-030,
 ,744.89,289.53,299.97,1.2566e-006,1.38e-023,26.261,3.7145,1.4999,0,7.9e-030,
 ,1540.7,1399.8,299.98,1.2566e-006,1.38e-023,26.261,17.958,1.5,0,7.9e-030,
 ,2336.4,2387.1,299.98,1.2566e-006,1.38e-023,26.261,30.625,1.5,0,7.9e-030,

MONTECARLO INPUT DATA SETS
 ,Hm 1 [A/m], Mm 1 [A/m], Tm 1 [K], u0m 1 [T.m/A], kbm 1 [J/K], ,Hm 2 [A/m], Mm 2 [A/m], Tm 2 [K], u0m 2 [T.m/A], kbm 2 [J/K], ,Hm 3 [A/m], Mm 3 [A/m], Tm 3 [K], u0m 3 [T.m/A], kbm 3 [J/K], ,Hm 4 [A/m], Mm 4 [A/m], Tm 4 [K], u0m 4 [T.m/A], kbm 4 [J/K], ,Hm 5 [A/m], Mm 5 [A/m], Tm 5 [K], u0m 5 [T.m/A], kbm 5 [J/K], ,Hm 6 [A/m], Mm 6 [A/m], Tm 6 [K], u0m 6 [T.m/A], kbm 6 [J/K], ,Hm 7 [A/m], Mm 7 [A/m], Tm 7 [K], u0m 7 [T.m/A], kbm 7 [J/K], ,Hm 8 [A/m], Mm 8 [A/m], Tm 8 [K], u0m 8 [T.m/A], kbm 8 [J/K], ,Hm 9 [A/m], Mm 9 [A/m], Tm 9 [K], u0m 9 [T.m/A], kbm 9 [J/K], ,Hm 10 [A/m], Mm 10 [A/m], Tm 10 [K], u0m 10 [T.m/A], kbm 10 [J/K], ,Hm 11 [A/m], Mm 11 [A/m], Tm 11 [K], u0m 11 [T.m/A], kbm 11 [J/K], ,Hm 12 [A/m], Mm 12 [A/m], Tm 12 [K], u0m 12 [T.m/A], kbm 12 [J/K], ,Hm 13 [A/m], Mm 13 [A/m], Tm 13 [K], u0m 13 [T.m/A], kbm 13 [J/K], ,Hm 14 [A/m], Mm 14 [A/m], Tm 14 [K], u0m 14 [T.m/A], kbm 14 [J/K], ,Hm 15 [A/m], Mm 15 [A/m], Tm 15 [K], u0m 15 [T.m/A], kbm 15 [J/K], ,
 ,7043.2,8926.1,302.37,1.2566e-006,1.38e-023, ,7.9488e+005,1.5458e+005,300.31,1.2566e-006,1.38e-023, ,7.9493e+005,1.5615e+005,300.13,1.2566e-006,1.38e-023, ,78703,57559,303.52,1.2566e-006,1.38e-023, ,7.9487e+005,1.4991e+005,301.05,1.2566e-006,1.38e-023, ,7.949e+005,1.5458e+005,300.24,1.2566e-006,1.38e-023, ,7.9487e+005,1.5337e+005,300.8,1.2566e-006,1.38e-023, ,7.9482e+005,1.5538e+005,298.65,1.2566e-006,1.38e-023, ,7.9488e+005,1.5195e+005,300.81,1.2566e-006,1.38e-023, ,7.9489e+005,1.5091e+005,300.8,1.2566e-006,1.38e-023, ,3.9701e+005,1.2257e+005,300.01,1.2566e-006,1.38e-023, ,7.9484e+005,1.5121e+005,300.87,1.2566e-006,1.38e-023, ,7.9494e+005,1.529e+005,300.8,1.2566e-006,1.38e-023, ,3.97e+005,1.2272e+005,299.87,1.2566e-006,1.38e-023, ,7.9491e+005,1.5139e+005,303.07,1.2566e-006,1.38e-023, ,
 ,6295,8001.4,300.13,1.2566e-006,1.38e-023, ,78643,58791,300.45,1.2566e-006,1.38e-023, ,7.9486e+005,1.505e+005,299.3,1.2566e-006,1.38e-023, ,7105.1,8911.9,300,1.2566e-006,1.38e-023, ,3.9702e+005,1.2546e+005,302.47,1.2566e-006,1.38e-023, ,7.949e+005,1.509e+005,299.16,1.2566e-006,1.38e-023, ,7.9487e+005,1.528e+005,300.06,1.2566e-006,1.38e-023, ,3.9695e+005,1.2632e+005,298.81,1.2566e-006,1.38e-023, ,3.9706e+005,1.2419e+005,301.89,1.2566e-006,1.38e-023, ,3.9695e+005,1.2619e+005,299.54,1.2566e-006,1.38e-023, ,3.9696e+005,1.2178e+005,298.35,1.2566e-006,1.38e-023, ,7.9483e+005,1.476e+005,299.35,1.2566e-006,1.38e-023, ,3.9702e+005,1.2412e+005,300.13,1.2566e-006,1.38e-023, ,15049,16794,302.45,1.2566e-006,1.38e-023, ,7.949e+005,1.4957e+005,300.67,1.2566e-006,1.38e-023, ,
 ,6282.9,7778.1,298.99,1.2566e-006,1.38e-023, ,14993,17488,299.97,1.2566e-006,1.38e-023, ,3.97e+005,1.2215e+005,299.36,1.2566e-006,1.38e-023, ,6296.6,8154.3,300.68,1.2566e-006,1.38e-023, ,3.9702e+005,1.2202e+005,300.44,1.2566e-006,1.38e-023, ,78684,58842,300.59,1.2566e-006,1.38e-023, ,7.9484e+005,1.5269e+005,298.93,1.2566e-006,1.38e-023, ,78658,56608,300.78,1.2566e-006,1.38e-023, ,3.9701e+005,1.2419e+005,301.02,1.2566e-006,1.38e-023, ,78713,57888,301.31,1.2566e-006,1.38e-023, ,15044,16936,298.64,1.2566e-006,1.38e-023, ,3.9699e+005,1.223e+005,298.75,1.2566e-006,1.38e-023, ,3.9698e+005,1.2291e+005,299.31,1.2566e-006,1.38e-023, ,5465.9,7128.3,300.28,1.2566e-006,1.38e-023, ,3.97e+005,1.2493e+005,300.53,1.2566e-006,1.38e-023, ,
 ,5433,7090.9,301.4,1.2566e-006,1.38e-023, ,7080.9,8895.7,300.43,1.2566e-006,1.38e-023, ,15010,17131,301.31,1.2566e-006,1.38e-023, ,6268.3,8102.2,299.32,1.2566e-006,1.38e-023, ,15034,17324,302.77,1.2566e-006,1.38e-023, ,78657,58314,299.89,1.2566e-006,1.38e-023, ,78722,59670,299.23,1.2566e-006,1.38e-023, ,7076.4,8983.7,300.79,1.2566e-006,1.38e-023, ,3.9698e+005,1.2253e+005,297.65,1.2566e-006,1.38e-023, ,78683,57834,297.78,1.2566e-006,1.38e-023, ,7076.1,9047.5,299.29,1.2566e-006,1.38e-023, ,15043,16862,300.36,1.2566e-006,1.38e-023, ,78698,57932,304.15,1.2566e-006,1.38e-023, ,4688.7,6147.9,299.38,1.2566e-006,1.38e-023, ,3.9698e+005,1.2324e+005,299.66,1.2566e-006,1.38e-023, ,
 ,4730.5,6268,299.45,1.2566e-006,1.38e-023, ,6283.2,8198.7,299.62,1.2566e-006,1.38e-023, ,7059.9,8947,300.98,1.2566e-006,1.38e-023, ,6250.6,8004.3,298.4,1.2566e-006,1.38e-023, ,15026,17276,301.04,1.2566e-006,1.38e-023, ,78655,57637,299.43,1.2566e-006,1.38e-023, ,78671,58083,297.48,1.2566e-006,1.38e-023, ,5470.9,7070.1,301.24,1.2566e-006,1.38e-023, ,15060,17356,298.88,1.2566e-006,1.38e-023, ,7098.3,8952,301.99,1.2566e-006,1.38e-023, ,4712.3,6318.2,302.39,1.2566e-006,1.38e-023, ,15038,16623,299.03,1.2566e-006,1.38e-023, ,78675,57645,300.24,1.2566e-006,1.38e-023, ,3895.8,5436.7,302.32,1.2566e-006,1.38e-023, ,3.9697e+005,1.2169e+005,298.66,1.2566e-006,1.38e-023, ,
 ,3929.4,5511.4,301.3,1.2566e-006,1.38e-023, ,4680.5,6264.4,299.11,1.2566e-006,1.38e-023, ,7046.4,8918.4,297.29,1.2566e-006,1.38e-023, ,5477.3,7268.3,301.54,1.2566e-006,1.38e-023, ,15009,17113,298.25,1.2566e-006,1.38e-023, ,15051,17294,299.41,1.2566e-006,1.38e-023, ,7066.2,8854.3,299.78,1.2566e-006,1.38e-023, ,5452.7,7031,299.54,1.2566e-006,1.38e-023, ,15015,17194,298.7,1.2566e-006,1.38e-023, ,7069.7,8912.6,298.91,1.2566e-006,1.38e-023, ,4681.4,6302.5,300.59,1.2566e-006,1.38e-023, ,7076.2,9040.3,299.16,1.2566e-006,1.38e-023, ,15041,16655,299.08,1.2566e-006,1.38e-023, ,3876,5399.6,301.02,1.2566e-006,1.38e-023, ,78706,58122,300.23,1.2566e-006,1.38e-023, ,
 ,3896.1,5243.1,300.29,1.2566e-006,1.38e-023, ,4638.8,6126.1,297.44,1.2566e-006,1.38e-023, ,5506.1,7086.1,301.54,1.2566e-006,1.38e-023, ,4720.2,6206,299.98,1.2566e-006,1.38e-023, ,3937.1,5319.9,303.54,1.2566e-006,1.38e-023, ,15042,17240,299.07,1.2566e-006,1.38e-023, ,5498.3,7115.4,300.13,1.2566e-006,1.38e-023, ,1503.9,2494.7,299.46,1.2566e-006,1.38e-023, ,7053.4,9070.2,299.5,1.2566e-006,1.38e-023, ,6279.5,7996.9,300.35,1.2566e-006,1.38e-023, ,4666.5,6275.1,300.55,1.2566e-006,1.38e-023, ,7060,8873.5,298.16,1.2566e-006,1.38e-023, ,5503.8,7243.6,301.51,1.2566e-006,1.38e-023, ,3867.6,5352.1,300.14,1.2566e-006,1.38e-023, ,15002,17519,299.41,1.2566e-006,1.38e-023, ,
 ,2299,3422.1,301.2,1.2566e-006,1.38e-023, ,3895.5,5407,300.37,1.2566e-006,1.38e-023, ,4727.5,6309.3,301.22,1.2566e-006,1.38e-023, ,4672.7,6185.2,299.3,1.2566e-006,1.38e-023, ,3059.7,4449.1,299.43,1.2566e-006,1.38e-023, ,15026,17096,298.75,1.2566e-006,1.38e-023, ,4720.3,6300.5,300.37,1.2566e-006,1.38e-023, ,676.15,1544.4,301.85,1.2566e-006,1.38e-023, ,7050.5,8974.2,299,1.2566e-006,1.38e-023, ,5375.4,7034.5,299.3,1.2566e-006,1.38e-023, ,4638.5,6248.7,300.19,1.2566e-006,1.38e-023, ,6282.8,8150.6,299.17,1.2566e-006,1.38e-023, ,4686.3,6287.4,301.37,1.2566e-006,1.38e-023, ,3862.7,5263.4,299.06,1.2566e-006,1.38e-023, ,7105.5,9018,300.78,1.2566e-006,1.38e-023, ,
 ,1499,2479,297.58,1.2566e-006,1.38e-023, ,3850.7,5290.1,300.34,1.2566e-006,1.38e-023, ,3086.5,4395.6,299.64,1.2566e-006,1.38e-023, ,3093.5,4377.1,301.78,1.2566e-006,1.38e-023, ,3044.2,4332.4,298.96,1.2566e-006,1.38e-023, ,15015,17024,298.44,1.2566e-006,1.38e-023, ,4669.7,6189.3,297.47,1.2566e-006,1.38e-023, ,662.07,1534.1,299.82,1.2566e-006,1.38e-023, ,6286,8010.1,298.73,1.2566e-006,1.38e-023, ,4655.6,6358.6,301.05,1.2566e-006,1.38e-023, ,3925.6,5188.6,300.8,1.2566e-006,1.38e-023, ,5538.6,7042.3,298.98,1.2566e-006,1.38e-023, ,4650.7,6270.7,297.7,1.2566e-006,1.38e-023, ,3162.2,4515.5,301.56,1.2566e-006,1.38e-023, ,7024,8915.1,297.67,1.2566e-006,1.38e-023, ,
 ,702.08,1541.2,302.47,1.2566e-006,1.38e-023, ,3059.6,4500.2,300.9,1.2566e-006,1.38e-023, ,2301.2,3414.5,298.52,1.2566e-006,1.38e-023, ,2310.2,3420.9,300.33,1.2566e-006,1.38e-023, ,706.64,1570.8,301.5,1.2566e-006,1.38e-023, ,14978,16837,298.43,1.2566e-006,1.38e-023, ,3870.8,5360.8,302.28,1.2566e-006,1.38e-023, ,-116.98,571.14,299.18,1.2566e-006,1.38e-023, ,4653.7,6383.3,302.85,1.2566e-006,1.38e-023, ,4633.7,6282.8,297.86,1.2566e-006,1.38e-023, ,3130.2,4418.6,301.8,1.2566e-006,1.38e-023, ,4729.3,6319.6,301.02,1.2566e-006,1.38e-023, ,3884,5388.2,299.02,1.2566e-006,1.38e-023, ,3071.7,4463.3,300.37,1.2566e-006,1.38e-023, ,5480.8,7017.3,299.76,1.2566e-006,1.38e-023, ,
