T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
300.0153,9988.777293,38.47846939,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5001445,0.33,0.392637443,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0023,4988.777293,33.39041837,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000795,0.33,0.340718555,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0088,988.7772931,19.2302551,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000475,0.33,0.196227093,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9959,188.7772931,6.600183673,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.067348813,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0153,88.77729308,3.486959184,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.035581216,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,78.77729308,3.115146939,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499886,0.33,0.031787214,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.983,68.77729308,2.752482653,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.028086558,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,58.77729308,2.385568367,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.500015,0.33,0.024342534,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0023,48.77729308,2.009271429,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.02050277,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9572,38.77729308,1.628338776,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998535,0.33,0.016615702,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.983,28.77729308,1.229729592,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.012548261,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0089,18.77729308,0.829689286,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.008466217,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,8.777293077,0.410084796,9.8,5.2219,0.83826,38.42,0.0827,1.81,9988.777293,0.78,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998855,0.33,0.004184539,0.1,0.0097,0.00052,0.39,0.0014,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
