T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
300.0289,9988.777293,50.29437778,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5001445,0.33,0.55882642,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0159,4988.777293,45.83737778,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000795,0.33,0.509304198,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0095,988.7772931,30.62798889,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000475,0.33,0.340310988,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9965,188.7772931,11.89801111,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.132200123,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9901,88.77729308,6.441506667,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.071572296,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9772,78.77729308,5.78131,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499886,0.33,0.064236778,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9965,68.77729308,5.118845556,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.056876062,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.003,58.77729308,4.438096667,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.500015,0.33,0.049312185,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9965,48.77729308,3.747664444,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.041640716,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9707,38.77729308,3.008317778,9,5.241,0.8372,50.44,0.286,3.29,9988.777293,3.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998535,0.33,0.033425753,0.1,0.072,0.0038,0.56,0.467,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
