T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
300.0153,9988.777293,27.92846479,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5001445,0.33,0.393358659,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0023,4988.777293,22.34514085,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000795,0.33,0.314720294,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0088,988.7772931,10.3989507,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000475,0.33,0.146464094,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9959,188.7772931,3.046543662,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.042909066,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0153,88.77729308,1.546974648,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.021788375,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,78.77729308,1.377524648,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499886,0.33,0.019401756,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.983,68.77729308,1.211299437,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.017060556,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,58.77729308,1.042752535,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.500015,0.33,0.014686655,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0023,48.77729308,0.86793,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.012224366,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9572,38.77729308,0.693058169,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998535,0.33,0.009761383,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.983,28.77729308,0.517864507,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.007293866,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0089,18.77729308,0.33282169,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.00468763,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,8.777293077,0.149846761,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998855,0.33,0.002110518,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,-1.222706923,-0.043192746,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998535,0.33,0.00060835,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0153,-11.22270692,-0.229910845,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499983,0.33,0.003238181,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0153,-21.22270692,-0.436590423,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999825,0.33,0.006149161,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0347,-31.22270692,-0.623741549,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999505,0.33,0.008785092,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,-9990.639421,-27.85574648,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499886,0.33,0.392334458,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0024,-4990.639421,-22.28269014,7.1,5.229,0.8379,27.89,0.00165,0.17,9988.777293,0.84,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499918,0.33,0.313840706,0.1,0.013,0.00068,0.39,0.0007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
