T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
299.9836,-70.63942115,-5.825752747,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.03200963,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9578,-60.63942115,-5.229209341,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.028731919,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9901,-50.63942115,-4.611715934,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.025339099,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9836,-40.63942115,-3.976907692,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.021851141,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.003,-30.63942115,-3.309383516,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.018183426,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0159,-20.63942115,-2.633474725,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.014469641,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9707,-10.63942115,-1.940227473,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.010660591,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.003,-0.639421152,-1.221057692,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.006709108,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9707,9.360578848,-0.517061154,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.002840995,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9966,19.36057885,0.289058516,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.001588234,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9901,29.36057885,1.002206044,18.2,5.2505,0.83673,39.05,1.081,14.65,9988.777293,1.12,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.50E+00,0.33,0.005506627,0.1,0.0091,0.00048,0.21,0.007,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
