T [K],H [Oe],M [emu/g],ma [mg],pd [g/cm3],A [nm],Ms [emu/g],Mr [emu/g],Hc [Oe],Hs [Oe],Hexc [Oe],u0 [G/Oe],kb [ergs/K],Na [/mol],Mw [g/mol],mb [erg/G],eT [K],eH [Oe],eM [emu/g],ema [mg],epd [g/cm3],eA [nm],eMs [emu/g],eMr [emu/g],eHc [Oe],eHs [Oe],eHex [Oe],eu0 [],ekb [ergs/K],eNa [/mol],eMw [g/mol],emb [erg/G]
299.9959,9988.777293,30.68660432,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999795,0.33,0.220766938,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9765,4988.777293,25.98535252,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998825,0.33,0.186944982,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0023,988.7772931,13.89689928,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000115,0.33,0.099977693,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9507,188.7772931,4.540717986,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4997535,0.33,0.032667036,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9765,88.77729308,2.376353237,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998825,0.33,0.017096066,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
300.0023,78.77729308,2.117758273,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.5000115,0.33,0.015235671,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9959,68.77729308,1.866771223,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4999795,0.33,0.013430009,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.983,58.77729308,1.61168777,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499915,0.33,0.011594876,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9894,48.77729308,1.350360432,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.499947,0.33,0.009714823,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
299.9765,38.77729308,1.087205755,13.9,5.2373,0.83743,30.68,0.00757,0.29,9988.777293,0.86,1.00E+00,1.38E-16,6.02E+23,231.5326,9.27E-21,1.4998825,0.33,0.007821624,0.1,0.0076,0.0004,0.22,0.000537,0.47,0.33,0.47,0,7.90E-23,7.40E+15,0.0062,2.00E-28
